weight,reviews,rating,calc_rank,calc_inven,calc_promo,calc_ship
20.0,49.0,4.4,21.0,1.6666666666666667,0.0,2.0
,,,,,,
2.8,378.0,4.425000000000001,21.0,3.0,1.0,2.0
,,,,,,
5.5,75.0,4.6,21.0,25.5,0.0,2.0
,,,,,,
22.3,306.0,4.683,15.571428571428571,0.0,0.0,7.0
2.1,84.0,4.7,21.0,2.0,0.0,2.0
,,,,,,
4.25,123.5,4.6,21.0,9.75,1.0,2.0
4.85,918.0,4.7,20.0,27.0,1.0,2.0
,,,,,,
,,,,,,
10.325,176.75,4.7,18.25,7.5,0.0,2.0
2.65,93.71428571428571,4.5,17.928571428571427,11.785714285714286,0.0,2.0
4.25,58.0,4.6,21.0,0.0,0.0,7.0
4.2,116.0,4.5,17.5,10.0,1.0,2.0
9.13,2631.0,4.6,2.0,5.0,0.0,2.0
2.95,7.0,3.6,17.8,12.0,0.2,7.0
7.95,24.0,4.9,21.0,2.0,0.0,2.0
11.35,111.75,4.7,21.0,1.625,0.0,2.0
7.22,13.571428571428571,5.0,12.571428571428571,3.0,0.0,2.0
4.4,569.0,4.5,20.0,4.0,0.0,2.0
17.35,142.5,4.7,21.0,2.75,0.25,2.0
9.85,15.0,5.0,20.0,20.0,0.0,2.0
1.73,55.0,4.6727,20.0,4.0,1.0,2.0
4.145,22.0,4.7,11.0,12.0,1.0,7.0
4.6,41.0,4.5,21.0,6.0,0.5,4.5
5.05,1.0,5.0,21.0,12.0,1.0,2.0
7.3,154.0,4.8,14.0,3.0,1.0,2.0
4.98,382.5,4.5,21.0,27.0,1.0,2.0
4.32,380.0,4.6,21.0,0.0,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
37.0,171.0,4.8187,1.0,0.3076923076923077,0.46153846153846156,7.0
2.56,1130.0,4.718328571428572,2.4285714285714284,10.571428571428571,0.5,2.0
9.2,457.75,4.794675000000001,4.166666666666667,0.0,0.0,7.0
9.6,204.82142857142858,4.833385714285714,13.607142857142858,4.035714285714286,0.5,2.0
3.7,93.0,4.7849,12.923076923076923,0.0,1.0,7.0
38.2,130.0,4.7077,5.769230769230769,1.0,0.0,7.0
9.6,491.4166666666667,4.644575000000001,10.5,13.0,0.0,2.0
,,,,,,
28.5,184.85714285714286,4.769992857142857,2.5714285714285716,0.0,0.0,7.0
,,,,,,
,,,,,,
9.36,495.0,4.623399999999999,19.142857142857142,4.0,0.5714285714285714,2.0
,,,,,,
,,,,,,
,,,,,,
255.0,99.0,4.0303,7.153846153846154,3.0,0.0,7.0
,,,,,,
,,,,,,
3.5,131.0,4.5,21.0,5.285714285714286,0.0,2.0
6.9,215.0,4.6,21.0,0.0,0.0,7.0
3.7905263157894735,76.60526315789474,4.621257894736842,20.18421052631579,1.4473684210526316,0.0,5.2894736842105265
4.346470588235294,720.1176470588235,4.602641176470589,19.470588235294116,0.0,0.6470588235294118,7.0
2.6699999999999995,280.7857142857143,4.702742857142858,19.785714285714285,8.642857142857142,1.0,2.0
3.7,255.0,4.7,21.0,0.0,0.0,7.0
3.976,22.0,3.6422499999999998,14.5,0.0,0.0,7.0
7.8,305.0,4.8,21.0,6.0,0.0,7.0
,,,,,,
7.34,303.0,4.6,21.0,0.0,0.0,2.0
,,,,,,
2.4,886.0,4.7,2.0,4.071428571428571,0.0,2.0
2.1,235.71428571428572,4.542857142857143,11.142857142857142,0.0,0.0,2.0
2.9,378.85714285714283,4.7,4.857142857142857,0.0,0.14285714285714285,2.0
5.5,109.14285714285714,4.8,6.714285714285714,0.0,0.0,2.0
2.65,187.85714285714286,4.6,15.642857142857142,7.285714285714286,0.0,2.0
2.5,110.14285714285714,4.7,15.0,4.142857142857143,1.0,2.0
3.8656249999999996,373.75,4.25,21.0,0.0,0.0,2.3125
3.6,37.0,4.5,21.0,0.0,0.0,2.0
5.223999999999999,9.0,4.6,21.0,0.0,0.0,7.0
4.25,65.46153846153847,4.5,21.0,0.0,0.0,2.0
2.9,1191.0,4.7,21.0,0.0,0.0,2.0
2.5,210.6153846153846,4.7,21.0,0.0,0.0,2.0
2.89,807.0,4.8,21.0,0.0,0.0,2.0
6.75,3208.8571428571427,4.6,20.5,0.0,1.0,2.0
9.4,238.0,4.4,21.0,0.0,0.0,2.0
7.25,268.5,4.7,21.0,0.0,0.0,2.0
5.58,713.5714285714286,4.7,21.0,0.0,1.0,2.0
8.0,20.0,4.8,21.0,0.0,0.0,2.0
,,,,,,
4.685,528.7142857142857,4.3428571428571425,1.0,12.0,1.0,2.0
3.968,141.14285714285714,4.614285714285715,2.2857142857142856,7.785714285714286,1.0,2.0
3.0,145.42857142857142,4.6,4.214285714285714,12.0,1.0,2.0
,,,,,,
3.4,77.85714285714286,4.7,7.714285714285714,12.0,0.9285714285714286,2.0
4.8,107.0,4.3,9.571428571428571,12.0,0.0,2.0
4.96,82.14285714285714,3.9,6.071428571428571,4.857142857142857,1.0,2.0
,,,,,,
3.4,92.14285714285714,4.6,14.928571428571429,11.285714285714286,0.8571428571428571,5.928571428571429
5.29,7.5,4.3,17.5,12.0,1.0,7.0
5.22,30.6,4.7,12.0,8.6,0.4,7.0
4.25,33.0,4.8,9.846153846153847,11.076923076923077,0.46153846153846156,7.0
,,,,,,
3.1000000000000005,1017.0,4.7,17.46153846153846,10.0,1.0,7.0
5.75,26.714285714285715,4.614285714285714,13.071428571428571,10.0,1.0,2.0
3.5,11.0,4.8,12.125,12.0,1.0,7.0
,,,,,,
,,,,,,
,,,,,,
2.9,745.0,4.8,21.0,10.0,1.0,7.0
2.5,172.0,4.7,21.0,12.0,1.0,7.0
7.6,1.0,5.0,21.0,12.0,0.5,7.0
46.1,230.2,4.6,21.0,5.4,1.0,2.0
5.69,1782.5,4.7,21.0,0.0,0.0,2.0
,,,,,,
8.7,778.8888888888889,4.7,21.0,2.4444444444444446,0.6666666666666666,2.5555555555555554
,,,,,,
,,,,,,
,,,,,,
28.6,75.84615384615384,4.6,21.0,3.0,0.0,2.0
,,,,,,
,,,,,,
8.15,167.25,4.7,21.0,4.75,1.0,2.0
5.77,135.0,4.8,20.615384615384617,4.923076923076923,0.0,2.0
9.911111111111111,839.1111111111111,4.588888888888889,16.11111111111111,7.666666666666667,1.0,2.0
2.2,1.0,5.0,21.0,0.8333333333333334,0.25,2.0
10.5,41.416666666666664,4.8,21.0,21.5,1.0,7.0
13.05,47.0,3.9,21.0,14.5,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
1.1,1.0,5.0,21.0,2.0,0.0,2.0
9.55,8.0,4.566666666666666,21.0,2.3333333333333335,0.08333333333333333,2.4166666666666665
,,,,,,
,,,,,,
4.15,87.0,4.4,21.0,1.1666666666666667,0.0,2.0
4.43,2.0,5.0,21.0,0.2727272727272727,0.0,2.0
3.55,1007.5714285714286,4.4,11.071428571428571,3.0,1.0,2.0
3.5,12.0,4.2,21.0,3.5,0.0,2.0
5.1,137.2,4.54,21.0,2.1,0.2,2.0
,,,,,,
4.81,657.5384615384615,4.6,19.384615384615383,3.0,1.0,2.0
2.6,92.63636363636364,4.5,21.0,3.0,0.7272727272727273,2.0
5.7,524.0714285714286,4.4,21.0,3.0,1.0,2.0
3.6,896.6428571428571,4.5,3.357142857142857,80.0,0.0,2.0
9.4,2304.0,4.4,7.0,6.0,0.0,2.0
4.0,159.6,4.8,6.8,22.0,1.0,2.0
5.25,1766.0,4.7,9.0,10.0,0.0,2.0
7.4,563.3076923076923,4.6,6.538461538461538,3.0,0.0,2.0
,,,,,,
4.43,912.6666666666666,4.7,15.333333333333334,7.333333333333333,1.0,2.0
1.7,491.0,4.4,21.0,0.0,0.0,2.0
3.2999999999999994,61.333333333333336,4.7,20.666666666666668,50.0,0.0,2.0
6.85,877.0,4.7,11.0,0.0,1.0,2.0
7.41,439.09090909090907,4.7,14.181818181818182,3.0,1.0,2.0
,,,,,,
2.2,137.0,4.6943,19.2,0.0,1.0,7.0
,,,,,,
3.0,18.0,4.8041625,19.125,0.0,0.625,7.0
5.2,66.0,4.3,21.0,0.0,0.0,7.0
,,,,,,
,,,,,,
,,,,,,
5.2,4.0,4.3,16.7,10.0,1.0,2.0
49.0,7.0,4.7,16.0,12.0,1.0,7.0
4.0,10.0,5.0,21.0,12.0,1.0,2.0
16.9,532.125,4.7,21.0,8.0,0.125,2.625
,,,,,,
8.45,274.0,4.8,21.0,3.888888888888889,0.1111111111111111,2.0
,,,,,,
4.8,310.2857142857143,4.3,21.0,0.0,0.0,2.0
2.95,251.0,4.6,16.5,4.625,1.0,2.0
3.4,154.0,4.79064,20.0,2.8,1.0,2.0
8.0,454.0,4.7,21.0,2.6,1.0,2.0
,,,,,,
,,,,,,
4.79,29.583333333333332,4.591666666666666,21.0,0.5833333333333334,0.0,2.0
40.0,3.0,3.9,21.0,0.36363636363636365,0.0,7.0
5.75,574.0,4.7,20.333333333333332,3.0,0.0,2.0
,,,,,,
3.6500000000000004,64.77777777777777,4.5,18.666666666666668,5.0,0.0,2.0
7.7,416.0,4.7,20.5,4.0,0.0,2.0
,,,,,,
9.63,45.0,4.8,18.75,5.5,0.0,3.25
4.6,277.6,4.58,19.4,3.4,1.0,2.0
17.15,21.0,4.6,21.0,9.0,1.0,2.0
5.91,20.3,5.0,21.0,3.1,0.1,2.0
1.25,13.0,4.8,21.0,20.0,1.0,7.0
8.25,832.8,4.6899999999999995,12.1,17.2,0.0,7.0
410.0,37.0,4.1351,10.75,1.0,0.0,7.0
3.35,6631.5,4.6,3.0,0.5,0.5,2.0
2.0,31.0,4.8,21.0,0.0,1.0,7.0
3.25,621.0,4.6,15.0,6.0,0.0,2.0
4.5,121.85714285714286,4.514285714285714,3.0714285714285716,12.0,1.0,2.0
7.0,140.28571428571428,4.6,5.5,12.0,0.7142857142857143,7.0
,,,,,,
4.1,16.0,4.1,21.0,0.0,0.8333333333333334,7.0
3.75,776.0,4.6,21.0,0.0,0.0,2.0
3.6,11.0,4.7,14.125,12.0,0.375,2.0
4.31,13.0,4.5,19.0,1.0,1.0,7.0
,,,,,,
4.35,353.3333333333333,4.6,21.0,3.0,0.0,2.0
6.0,87.0,4.7011,2.0,2.0,0.0,2.0
6.9,70.0,4.5286,20.0,3.0,0.0,2.0
3.3250000000000006,124.0,4.3996,20.833333333333332,5.0,0.0,2.0
3.17,55.0,4.7273,9.0,12.0,0.0,2.0
4.0,272.0,4.7537,7.0,16.0,1.0,2.0
3.207692307692308,68.38461538461539,4.5095,20.692307692307693,0.07692307692307693,0.5384615384615384,6.615384615384615
5.1,82.0,4.4878,10.0,0.0,0.0,7.0
2.75,60.0,4.1167,8.0,5.0,0.0,7.0
4.9,34.0,4.6,21.0,0.0,0.0,2.0
2.9500000000000006,47.0,4.3,21.0,0.0,0.0,2.0
5.089,5.0,3.8,21.0,0.0,0.0,7.0
2.9500000000000006,8.0,4.1,19.916666666666668,12.0,0.0,2.4166666666666665
4.0,20.0,4.7,21.0,12.0,1.0,7.0
3.6,9.0,4.9,21.0,12.0,1.0,7.0
5.09,19.0,4.6,21.0,12.0,0.0,7.0
,,,,,,
,,,,,,
,,,,,,
6.9,325.0,4.7,21.0,3.0,0.0,7.0
7.150000000000001,20.0,4.3,21.0,9.333333333333334,0.0,2.0
,,,,,,
3.2,159.0,4.4,21.0,27.0,1.0,2.0
,,,,,,
5.29,109.0,4.7,21.0,10.0,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.4,80.0,4.5,21.0,2.0,1.0,2.0
3.7,47.0,4.6,21.0,0.0,0.0,3.0
3.7,18.0,5.0,19.4,12.0,1.0,2.0
,,,,,,
3.66,222.0,4.6,21.0,0.0,0.0,2.0
5.89,4603.0,4.7,5.0,17.0,1.0,2.0
2.89,804.2857142857143,4.8,21.0,0.0,0.0,2.0
2.9,1189.142857142857,4.7,21.0,0.0,0.0,2.0
5.12,18.0,4.8,17.5,12.0,1.0,2.0
,,,,,,
,,,,,,
2.7999999999999994,59.75,4.882825,7.583333333333333,0.4166666666666667,0.4166666666666667,5.75
,,,,,,
4.1,714.6666666666666,4.6,18.5,8.833333333333334,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.09,12.0,3.9167,18.5,12.0,0.5,7.0
20.0,50.0,4.4,21.0,3.25,0.25,2.0
4.16,37.0,4.5,21.0,13.0,0.0,7.0
2.7999999999999994,386.25,4.425,17.333333333333332,2.3333333333333335,1.0,2.0
36.5,2.0,5.0,21.0,2.4,0.0,2.0
5.5,78.5,4.6,21.0,23.0,0.0,2.0
,,,,,,
22.300000000000004,306.0,4.683,16.692307692307693,0.0,0.6153846153846154,7.0
2.1,84.0,4.7,21.0,2.0,0.0,2.0
,,,,,,
4.25,125.4,4.6,21.0,8.8,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
10.25,180.0,4.7,16.0,5.0,0.0,2.0
2.65,99.28571428571429,4.428571428571429,15.928571428571429,22.142857142857142,0.0,2.0
,,,,,,
,,,,,,
9.13,2775.0,4.6,2.0,1.0,0.0,2.0
2.9500000000000006,7.0,3.6,16.333333333333332,12.0,0.16666666666666666,7.0
7.95,26.0,4.9,21.0,20.0,0.0,2.0
,,,,,,
7.22,21.285714285714285,4.871428571428572,11.0,3.0,0.0,2.0
4.3,612.0,4.6,20.0,26.0,0.0,2.0
17.35,146.53846153846155,4.6923076923076925,21.0,3.0,0.0,2.0
9.85,23.666666666666668,4.8,18.333333333333332,20.0,0.0,2.0
,,,,,,
4.145,22.0,4.7,10.5,12.0,0.75,7.0
,,,,,,
5.05,1.0,5.0,21.0,12.0,1.0,2.0
7.3,166.0,4.8,9.5,2.25,0.0,2.0
4.98,386.0,4.5,21.0,27.0,1.0,2.0
4.32,381.0,4.6,21.0,0.0,1.0,2.0
3.7000000000000006,263.0,4.6084,13.333333333333334,0.0,0.0,7.0
7.099999999999999,253.0,4.8,18.833333333333332,0.0,0.0,2.0
11.24,58.2,4.8,21.0,0.0,0.0,2.0
7.0,152.36363636363637,4.6,21.0,12.0,0.0,7.0
10.89,93.0,4.8,18.0,9.0,1.0,2.0
7.0,302.2,4.7,21.0,1.2,1.0,2.0
6.88,136.0,4.4,21.0,4.0,1.0,2.0
1.8,25.0,4.5,21.0,0.0,0.0,7.0
12.2,146.75,4.7,21.0,3.0,0.0,2.0
22.0,43.0,4.3488,17.5,1.0,1.0,7.0
3.5,10.0,4.6,21.0,0.0,0.0,7.0
8.36,549.0,4.6,11.0,0.0,0.0,2.0
6.625,92.0,4.4,3.0,0.0,1.0,7.0
8.8184,76.0,4.4,5.0,12.0,1.0,2.0
6.98,122.0,4.5,7.0,10.0,1.0,2.0
9.0,29.0,4.5,10.0,12.0,1.0,2.0
10.7,82.0,4.3,14.0,10.0,1.0,7.0
41.2,17.0,4.2,15.0,12.0,0.0,7.0
1.12,30.0,4.933,21.0,12.0,1.0,7.0
6.04,184.0,4.4,21.0,2.0,1.0,2.0
8.95,2.0,5.0,21.0,0.0,0.0,7.0
42.0,234.0,4.5,21.0,18.0,1.0,2.0
2.55,572.0,4.8,16.5,3.0,1.0,1.0
3.14,65.0,4.9,21.0,7.0,1.0,2.0
6.7,299.0,4.7,21.0,8.0,1.0,2.0
11.3,542.0,4.7,20.0,7.5,1.0,2.0
1150.0,209.0,4.8,21.0,12.0,0.0,7.0
0.1,209.0,4.8,21.0,12.0,0.0,7.0
11.45,505.0,4.6,21.0,6.0,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
37.0,171.0,4.8187,1.0,0.0,0.0,6.285714285714286
2.56,1134.142857142857,4.7178571428571425,2.0,7.571428571428571,0.0,2.0
9.2,458.57142857142856,4.795028571428572,4.0,0.0,0.8571428571428571,7.0
9.6,196.78571428571428,4.842214285714285,14.428571428571429,4.0,0.07142857142857142,2.0
3.7000000000000006,84.0,4.773733333333333,15.166666666666666,0.0,1.0,7.0
38.2,130.0,4.7077,5.285714285714286,0.35714285714285715,0.8571428571428571,5.214285714285714
9.6,492.7692307692308,4.640815384615385,9.307692307692308,11.923076923076923,0.8461538461538461,2.0
,,,,,,
28.5,164.0,4.768300000000001,3.0,0.0,0.0,7.0
,,,,,,
,,,,,,
9.36,495.0,4.6364,18.153846153846153,3.076923076923077,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
255.0,125.2,4.07096,7.266666666666667,3.0,0.0,7.0
,,,,,,
,,,,,,
3.5,131.0,4.5,21.0,5.285714285714286,0.0,2.0
6.9,215.0,4.6,21.0,0.0,0.0,7.0
3.826470588235294,63.029411764705884,4.6000000000000005,21.0,1.2352941176470589,0.029411764705882353,5.676470588235294
3.6,844.0,4.581014285714285,18.714285714285715,0.0,1.0,7.0
2.67,282.0,4.7,21.0,9.7,1.0,2.0
3.7,255.0,4.7,21.0,0.0,0.0,7.0
,,,,,,
,,,,,,
,,,,,,
7.340000000000001,303.0,4.6,21.0,0.0,0.0,2.0
,,,,,,
2.4,896.5714285714286,4.7,2.0,6.142857142857143,0.0,2.0
2.1,242.42857142857142,4.5,9.285714285714286,0.0,0.0,2.0
2.9,388.57142857142856,4.7,7.285714285714286,0.0,0.0,2.0
5.5,123.0,4.8,6.214285714285714,0.0,0.0,2.0
2.65,196.4,4.6,18.0,8.8,0.0,2.0
2.5,116.42857142857143,4.7,11.0,11.357142857142858,1.0,2.0
3.859375,375.125,4.25,21.0,0.0,0.0,2.0
3.6,37.0,4.5,21.0,0.0,0.0,2.0
5.224,9.0,4.6,21.0,0.0,0.0,5.333333333333333
4.25,66.58333333333333,4.5,21.0,0.0,0.0,2.0
2.9,1191.625,4.7,21.0,0.0,0.0,2.0
2.5,213.0,4.7,21.0,0.0,0.0,2.0
2.89,807.7142857142857,4.8,21.0,0.0,0.0,2.0
6.75,3229.1428571428573,4.6,19.642857142857142,0.0,1.0,2.0
9.4,238.0,4.4,21.0,0.0,0.0,2.0
7.25,269.5,4.7,21.0,0.0,0.0,2.0
5.58,714.0,4.7,21.0,0.0,1.0,2.0
,,,,,,
,,,,,,
4.685,535.7692307692307,4.323076923076924,1.0,11.615384615384615,0.38461538461538464,2.0
3.9680000000000004,102.15384615384616,4.653846153846154,2.1538461538461537,9.307692307692308,1.0,2.0
3.0,150.53846153846155,4.6,3.6153846153846154,12.0,1.0,2.0
,,,,,,
3.3999999999999995,78.76923076923077,4.7,6.923076923076923,12.0,1.0,2.0
4.8,107.0,4.3,10.076923076923077,12.0,0.8461538461538461,2.0
4.96,83.0,3.9,5.083333333333333,7.916666666666667,1.0,2.0
,,,,,,
3.4,93.0,4.6,16.0,12.0,1.0,7.0
5.29,4.0,3.7999999999999994,13.666666666666666,12.0,1.0,7.0
5.22,31.6,4.7,13.5,12.0,0.0,7.0
4.25,33.0,4.8,8.153846153846153,10.0,1.0,7.0
,,,,,,
3.1,1018.5,4.7,17.875,10.0,1.0,7.0
5.75,28.454545454545453,4.6,9.545454545454545,10.0,1.0,2.0
3.5,11.0,4.8,7.666666666666667,12.0,1.0,7.0
,,,,,,
,,,,,,
,,,,,,
2.9,748.0,4.8,21.0,10.0,1.0,7.0
2.5,175.0,4.7,21.0,12.0,1.0,7.0
,,,,,,
,,,,,,
5.69,1839.7142857142858,4.714285714285714,21.0,4.428571428571429,0.2857142857142857,2.0
,,,,,,
8.7,804.125,4.725,21.0,7.375,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
28.6,80.6,4.6,21.0,5.2,0.0,2.0
,,,,,,
,,,,,,
8.15,169.66666666666666,4.7,21.0,19.0,1.0,2.0
5.77,143.8,4.8,20.2,3.2,0.0,2.0
9.977142857142857,850.7142857142857,4.6,17.714285714285715,3.5714285714285716,0.8571428571428571,2.0
2.2,1.0,5.0,21.0,1.75,1.0,2.0
10.5,43.375,4.8,21.0,11.875,1.0,7.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
9.55,9.0,4.6,21.0,0.0,0.0,2.0
18.0,1.0,5.0,21.0,0.0,0.0,2.0
,,,,,,
4.15,87.0,4.4,21.0,0.0,0.0,2.0
4.43,2.0,5.0,21.0,4.428571428571429,0.0,2.0
3.55,1029.0,4.4799999999999995,10.2,3.0,1.0,2.0
3.5,13.0,4.2,21.0,2.0,0.0,2.0
5.1,139.7,4.6,21.0,6.0,0.0,2.0
,,,,,,
4.81,664.5,4.6,20.625,3.0,1.0,2.0
2.6,93.875,4.5,21.0,3.0,1.0,2.0
5.7,520.6666666666666,4.4,20.22222222222222,3.0,1.0,2.0
3.6120000000000005,940.9,4.5,1.7,80.0,0.0,2.0
,,,,,,
4.0,163.25,4.8,6.375,25.75,1.0,2.0
5.391666666666667,1787.1666666666667,4.7,14.333333333333334,10.0,0.0,2.0
7.4,581.75,4.6,7.375,3.0,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
3.2999999999999994,68.33333333333333,4.7,17.0,50.0,0.0,2.0
,,,,,,
7.41,459.0,4.7,18.333333333333332,3.0,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
3.5,17.2,4.52,21.0,0.0,0.6,7.0
5.2,66.0,4.3,21.0,0.0,0.0,7.0
,,,,,,
3.53,6.0,4.8,15.0,12.0,1.0,7.0
,,,,,,
5.2,4.0,4.3,15.555555555555555,10.0,1.0,2.0
49.0,6.4,4.7,17.2,12.0,1.0,7.0
4.0,10.0,5.0,21.0,12.0,1.0,2.0
16.9,535.4285714285714,4.7,21.0,5.857142857142857,0.0,2.0
,,,,,,
8.45,282.4,4.8,21.0,2.8,1.0,2.0
,,,,,,
4.8,313.0,4.3,21.0,4.5,0.0,2.0
2.9500000000000006,256.3333333333333,4.566666666666666,16.333333333333332,1.6666666666666667,1.0,2.0
3.4,154.0,4.8,21.0,3.0,1.0,2.0
8.0,454.0,4.7,21.0,3.0,1.0,2.0
60.63,4.0,4.0,18.5,12.0,1.0,7.0
,,,,,,
4.79,31.833333333333332,4.6,21.0,0.8333333333333334,0.0,2.0
40.0,3.2857142857142856,3.957142857142857,21.0,0.8571428571428571,0.0,7.0
5.75,593.9,4.7,15.1,3.0,0.0,2.0
,,,,,,
3.65,69.0,4.5,16.333333333333332,5.0,0.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
17.15,21.0,4.6,21.0,3.5,1.0,2.0
